1j09A04,1.10.8.70
1ghhA00,3.30.910.10
1gaxA04,3.30.1170.10
1jx4A04,3.30.1490.100
1unnC00,3.30.1490.100
1vk1A02,3.30.1760.10
1td6A02,3.30.1790.10
1zxxA01,3.40.50.450
2nx2A00,3.40.50.450
2a33A00,3.40.50.450
1rcuA00,3.40.50.450
2f48A01,3.40.50.450
3gh1A02,3.40.50.450
2gm5B00,3.40.50.1390
2rslA00,3.40.50.1390
1fuiA02,3.40.275.10
3bzyB00,3.40.1690.10
1ynfA00,3.75.10.20
1qs1A01,3.90.176.10
1qs1A02,3.90.176.10
1r45A00,3.90.176.10
1ojqA00,3.90.176.10
1giqA01,3.90.176.10
1gxyA00,3.90.176.10
1yqyA01,3.90.176.10
1co4A00,3.90.430.10
1mwpA00,3.90.570.10
1xu6A00,4.10.110.20
2fcwB02,4.10.400.10
2fcwB01,4.10.400.10
2jm4A00,4.10.400.10
1k7bA00,4.10.400.10
1f5yA01,4.10.400.10
1xfeA01,4.10.400.10
1fjgR00,4.10.640.10
1g1xH00,4.10.640.10
2gybN00,4.10.830.10
2ju4A00,4.10.1120.10
1mu5A02,1.10.8.50
2gybM01,1.10.8.50
1oaoC01,1.10.8.190
3bzcA01,1.10.10.650
1tzyC00,1.10.20.10
1n1jA00,1.10.20.10
1tzyF00,1.10.20.10
2hueC00,1.10.20.10
1kx5B00,1.10.20.10
1tzyE00,1.10.20.10
1n1jB00,1.10.20.10
2hueB00,1.10.20.10
1b67A00,1.10.20.10
1ulyA02,1.10.20.10
1bh9B00,1.10.20.10
1tafB00,1.10.20.10
1kx5D00,1.10.20.10
1tafA00,1.10.20.10
1h3oB00,1.10.20.10
1f1eA00,1.10.20.10
1kx5A00,1.10.20.10
1jfiA00,1.10.20.10
1h3oA00,1.10.20.10
1jfiB00,1.10.20.10
1bh9A00,1.10.20.10
3bqsA00,1.10.150.20
1z3eB00,1.10.150.20
1cukA02,1.10.150.20
1tfrA02,1.10.150.20
1jx4A03,1.10.150.20
1u9lB00,1.10.150.20
1xo1A01,1.10.150.20
2fmpA02,1.10.150.20
1tk5A04,1.10.150.20
1bgxT02,1.10.150.20
2bcqA02,1.10.150.20
1y88A02,1.10.150.20
1t4gA01,1.10.150.20
1b43A02,1.10.150.20
1dgsA06,1.10.150.20
1d8lA01,1.10.150.20
2q0zX02,1.10.150.20
2h5xB02,1.10.150.20
1dgsA05,1.10.150.20
1lb2B00,1.10.150.20
2hhvA04,1.10.150.20
1aroP05,1.10.150.20
1b22A00,1.10.150.20
1wcnA01,1.10.150.20
1kftA00,1.10.150.20
1iipA02,1.10.150.160
1bvp103,1.10.170.10
1adtA01,1.10.269.10
1nh2B00,1.10.287.100
3by6D02,1.10.287.100
1nvpB00,1.10.287.100
2p90A02,1.10.287.100
2hr3B03,1.10.287.100
1ezjA01,1.10.287.320
2zqmA00,1.10.287.370
1gaxA05,1.10.287.380
2ii0A02,1.10.840.10
1txgA02,1.10.1040.10
1evyA02,1.10.1040.10
1bg6A02,1.10.1040.10
1vpdA02,1.10.1040.10
2cvzA02,1.10.1040.10
1ks9A02,1.10.1040.10
1lj8A02,1.10.1040.10
1dljA03,1.10.1040.10
1i36A02,1.10.1040.10
1f0yA02,1.10.1040.10
2qytA02,1.10.1040.10
3ctvA00,1.10.1040.10
2pgdA02,1.10.1040.10
1qmgA02,1.10.1040.10
1pgjA02,1.10.1040.10
2i76A02,1.10.1040.20
1rh6A00,1.10.1660.20
1pm6A00,1.10.1660.20
1kyqA03,1.10.3280.10
2ou3A01,1.10.3680.10
2igsA00,1.10.3690.10
1ehsA00,1.20.10.10
2hs5A02,1.20.120.530
3c7jA02,1.20.120.530
1abzA00,1.20.860.10
2i15A01,1.20.890.20
2qiaA02,1.20.1180.10
1j2zA02,1.20.1180.10
1jb0L00,1.20.1240.10
2o01L01,1.20.1240.10
1jdhA00,1.25.10.10
1wa5B00,1.25.10.10
1ibrB00,1.25.10.10
1b3uA00,1.25.10.10
1m8zA00,1.25.10.10
2vglB00,1.25.10.10
2vglA00,1.25.10.10
1w9cA00,1.25.10.10
1oyzA00,1.25.10.10
1ho8A01,1.25.10.10
1lrvA00,1.25.10.10
1qgrA00,1.25.10.10
1qbkB00,1.25.10.10
1u6gC00,1.25.10.10
2ouxA01,1.25.60.10
1vq8100,2.20.25.30
1vq8Z00,2.20.25.30
3cc2Z00,2.20.25.30
1twfL00,2.20.28.30
3bxjA01,2.20.170.10
1c0mA02,2.30.30.10
1c6vX00,2.30.30.10
1g31A00,2.30.33.40
1we3O00,2.30.33.40
1wb1A04,2.40.10.190
1xo7A00,2.40.100.10
2a2nC00,2.40.100.10
1v9tA00,2.40.100.10
1zkcB01,2.40.100.10
3bkpA00,2.40.100.10
1mzwA00,2.40.100.10
3bo7B00,2.40.100.10
2phcB02,2.40.100.10
2p0oA02,2.40.100.10
1ifrA00,2.60.40.1260
1ufgA00,2.60.40.1260
1pmhX00,2.60.120.260
1uwwA00,2.60.120.260
1oh4A00,2.60.120.260
2bbaA00,2.60.120.260
1j83A00,2.60.120.260
1jz7A01,2.60.120.260
1od3A00,2.60.120.260
1k3iA01,2.60.120.260
1d7pM00,2.60.120.260
1w0nA00,2.60.120.260
1umhA00,2.60.120.260
1jhjA00,2.60.120.260
1tg7A05,2.60.120.260
3bn6A00,2.60.120.260
1tg7A04,2.60.120.260
1ju3A02,2.60.120.260
1gnyA00,2.60.120.260
1gqpB00,2.60.120.260
2qqiA02,2.60.120.260
2qqiA01,2.60.120.260
1uxzA00,2.60.120.260
1k12A00,2.60.120.260
1w8oA03,2.60.120.260
1guiA00,2.60.120.260
1tvgA00,2.60.120.260
3cmgA01,2.60.120.260
1o59A01,2.60.120.260
1dyoA00,2.60.120.260
3eb7A02,2.60.120.260
1i5pA01,2.60.120.260
2id4A02,2.60.120.260
1mpxA03,2.60.120.260
1ji6A02,2.60.120.260
1bhgA01,2.60.120.260
3cihA01,2.60.120.260
2hyxA02,2.60.120.260
1gu3A00,2.60.120.260
1o59A02,2.60.120.260
3cihA02,2.60.120.260
1p8jA02,2.60.120.260
1k42A00,2.60.120.260
2z4fA00,2.60.120.260
1cx1A00,2.60.120.260
1xnaA00,2.60.120.260
2pw8I00,2.70.10.10
1hicA00,2.70.10.10
2fytA02,2.70.160.11
1or8A02,2.70.160.11
1n7vA03,2.70.250.10
2hngA00,3.10.420.10
1qynD00,3.10.420.10
1fx3D00,3.10.420.10
1f8nA04,3.10.450.60
1loxA03,3.10.450.60
2j58A01,3.10.560.10
2j58A02,3.10.560.10
1c96A04,3.20.19.10
1l5jA02,3.20.19.10
1hbnA02,3.30.70.470
1hbnB01,3.30.70.470
1gmuA01,3.30.70.790
1earA02,3.30.70.790
2hfvA01,3.30.70.790
1gqiA01,3.30.379.10
1l8nA01,3.30.379.10
1c7sA02,3.30.379.10
1jakA02,3.30.379.10
1nowA01,3.30.379.10
1tkeA02,3.30.980.10
3c8lB00,3.30.1330.20
2vapA02,3.30.1330.20
1rq2B02,3.30.1330.20
2gviA02,3.30.1330.20
1tvkA02,3.30.1330.20
2hqsG00,3.30.1330.60
1r1mA00,3.30.1330.60
2k1sA00,3.30.1330.60
2iafA00,3.30.1330.90
1ygyB03,3.30.1330.90
1ru0B00,3.30.1360.20
1usmA00,3.30.1360.20
2gycG01,3.30.1550.10
1wibA00,3.30.1550.10
1ccwA00,3.40.50.280
1reqB02,3.40.50.280
1reqA02,3.40.50.280
3bulA02,3.40.50.280
1xrsB02,3.40.50.280
1kaeA02,3.40.50.10270
3cwcB01,3.40.50.10350
1i12D00,3.40.630.30
2i6cA00,3.40.630.30
2pc1A00,3.40.630.30
2oh1C00,3.40.630.30
1gheA00,3.40.630.30
3blnA00,3.40.630.30
1qstA00,3.40.630.30
1mk4A00,3.40.630.30
1ne9A01,3.40.630.30
1ne9A02,3.40.630.30
1vhsA00,3.40.630.30
1m4iB00,3.40.630.30
2r7hB00,3.40.630.30
1tiqB00,3.40.630.30
1cjwA00,3.40.630.30
2hqyA02,3.40.630.30
2ozhA01,3.40.630.30
2q7bA00,3.40.630.30
2dxqA00,3.40.630.30
2qmlA00,3.40.630.30
2ozgA02,3.40.630.30
1sqhA01,3.40.630.30
1n71B00,3.40.630.30
1s3zA00,3.40.630.30
2r1iA01,3.40.630.30
1ufhA00,3.40.630.30
2i79D00,3.40.630.30
2qecA00,3.40.630.30
2i00A02,3.40.630.30
2q0yA01,3.40.630.30
1q2yA00,3.40.630.30
2hqyA01,3.40.630.30
1lrzA01,3.40.630.30
1xmtA00,3.40.630.30
1iicA01,3.40.630.30
1qsmD00,3.40.630.30
2i00C01,3.40.630.30
1xebA00,3.40.630.30
2hv2A03,3.40.630.30
1kzfA00,3.40.630.30
1sqhA02,3.40.630.30
3fb3A00,3.40.630.30
1bo4A00,3.40.630.30
2pdoA01,3.40.630.30
1lrzA02,3.40.630.30
2ozgA01,3.40.630.30
1nslA00,3.40.630.30
1bobA02,3.40.630.30
2q04F00,3.40.630.30
2pr1A00,3.40.630.30
2hv2A01,3.40.630.30
1iicA02,3.40.630.30
1r57A00,3.40.630.30
2d1cA01,3.40.718.10
1hqsA00,3.40.718.10
2uxqB00,3.40.718.10
1cnzA00,3.40.718.10
1r0vA02,3.40.1170.20
2absA01,3.40.1190.20
1bx4A01,3.40.1190.20
1esjA00,3.40.1190.20
2qhpA00,3.40.1190.20
1kyhA00,3.40.1190.20
2rbcA00,3.40.1190.20
1rkdA00,3.40.1190.20
2nwhA00,3.40.1190.20
2r3bA01,3.40.1190.20
1vk4A00,3.40.1190.20
1vi9A00,3.40.1190.20
2qcvA01,3.40.1190.20
2yxtA00,3.40.1190.20
1v1aA00,3.40.1190.20
2abqA00,3.40.1190.20
2fv7A00,3.40.1190.20
1l2lA01,3.40.1190.20
2afbB00,3.40.1190.20
1u2xA01,3.40.1190.20
1ub0A00,3.40.1190.20
1tyyB00,3.40.1190.20
3bf5A01,3.40.1190.20
2i5bA00,3.40.1190.20
2iprA00,3.40.1310.20
1m55A00,3.40.1310.20
1l2mA00,3.40.1310.20
1dd9A02,3.40.1360.10
1d3yB02,3.40.1360.10
2zbkA02,3.40.1360.10
1x3lA01,3.40.1480.10
2gkpA00,3.40.1590.10
1eyqA02,3.50.70.10
1j0pA00,3.90.10.10
1gyoA00,3.90.10.10
1up9A00,3.90.10.10
2bq4A00,3.90.10.10
2cy3A00,3.90.10.10
3caoA00,3.90.10.10
2cvcA03,3.90.10.10
2cvcA02,3.90.10.10
1ofwA02,3.90.10.10
1czjA00,3.90.10.10
2cvcA01,3.90.10.10
3bxuA00,3.90.10.10
1h29B04,3.90.10.10
1rwjA00,3.90.10.10
2cvcA04,3.90.10.10
1h29D03,3.90.10.10
1g10A00,3.90.56.10
2mobA00,3.90.56.10
1hqiA00,3.90.56.10
1ckvA00,3.90.56.10
1accA01,3.90.182.10
1dciA01,3.90.226.10
1j7xA02,3.90.226.10
2j5gK00,3.90.226.10
1nzyA01,3.90.226.10
2pbpA01,3.90.226.10
1k32A05,3.90.226.10
1fc6A03,3.90.226.10
1yg6A00,3.90.226.10
1on9D02,3.90.226.10
1hzdA01,3.90.226.10
1pixA02,3.90.226.10
1ef8A02,3.90.226.10
1on3B01,3.90.226.10
1hnuA00,3.90.226.10
3bf0C01,3.90.226.10
1uytC01,3.90.226.10
1uiyA01,3.90.226.10
3bf0C03,3.90.226.10
1pixA03,3.90.226.10
1uyvB02,3.90.226.10
1uyrB03,3.90.226.10
1iq8A02,3.90.1020.10
1q60A00,3.90.1460.10
1wpnA00,3.90.1640.10
3beiA00,4.10.140.10
1mkxL00,4.10.140.10
3e6pL02,4.10.140.10
1vq8L01,4.10.990.10
1ldjA05,4.10.1030.10
2is6B02,1.10.10.160
1pjrA02,1.10.10.160
1uaaA02,1.10.10.160
1y0nA00,1.10.10.610
2i7dA02,1.10.40.40
3bwvA02,1.10.40.40
1cmbA00,1.10.140.10
2qltA02,1.10.150.240
1te2A02,1.10.150.240
2hcfA02,1.10.150.240
2hszA02,1.10.150.240
2nyvA02,1.10.150.240
1uptF00,1.10.220.60
2ictA01,1.10.260.40
3bd1A00,1.10.260.40
2r1jL00,1.10.260.40
3bd1B00,1.10.260.40
2ofyA01,1.10.260.40
3b7hA00,1.10.260.40
1e3oC01,1.10.260.40
1dw9A01,1.10.260.40
1y9qA01,1.10.260.40
3cecA00,1.10.260.40
1utxA00,1.10.260.40
2o38A01,1.10.260.40
1lmb300,1.10.260.40
3bs3A00,1.10.260.40
1r69A00,1.10.260.40
2ppxA00,1.10.260.40
1b0nA00,1.10.260.40
1jftA01,1.10.260.40
1ic8A01,1.10.260.40
1neqA00,1.10.260.40
1s7eA01,1.10.260.40
1rzsA00,1.10.260.40
1uxdA00,1.10.260.40
1b25A03,1.10.599.10
1aorA03,1.10.599.10
1n93X02,1.10.3050.10
1nxhA00,1.10.3070.10
2ox6D00,1.10.3100.10
1s4kA00,1.10.3100.10
2oufA00,1.10.3350.10
2nq2A00,1.10.3470.10
2qi9A00,1.10.3470.10
3bhwA00,1.10.3540.10
1n7sD00,1.20.5.110
1n7sB00,1.20.5.110
1n7sA00,1.20.5.110
3b5nJ00,1.20.5.110
3b5nA00,1.20.5.110
1jthB00,1.20.5.110
1urqC00,1.20.5.110
1gl2B00,1.20.5.110
1gl2C00,1.20.5.110
1gl2D00,1.20.5.110
1gl2A00,1.20.5.110
1sfcH00,1.20.5.110
1l4aA00,1.20.5.110
1nhlA00,1.20.5.110
2pp6A01,1.20.5.110
1byyA00,1.20.5.150
1dd9A03,1.20.50.20
1eqnC03,1.20.50.20
1ei7A00,1.20.120.70
1cgmE00,1.20.120.70
1l3pA00,1.20.120.320
1nlxA00,1.20.120.320
2h8aA00,1.20.120.550
2q7rA00,1.20.120.550
1kqfC00,1.20.950.20
1y5iC01,1.20.950.20
1gnlA01,1.20.1270.20
1gnlA02,1.20.1270.20
2ahxA02,2.10.220.10
2hr7A02,2.10.220.10
1n8zC04,2.10.220.10
1m6bA04,2.10.220.10
1m6bB04,2.10.220.10
2hr7B02,2.10.220.10
3b2vA03,2.10.220.10
3b2vA01,2.10.220.10
1s78A04,2.10.220.10
3b2vA04,2.10.220.10
1mvfD00,2.10.260.10
1ub4C00,2.10.260.10
1ektA00,2.10.260.10
1lshA03,2.20.50.20
1vq8Q00,2.30.30.70
1kq1H00,2.30.30.100
1u1sA00,2.30.30.100
1mgqF00,2.30.30.100
1m5q101,2.30.30.100
1d3bC00,2.30.30.100
1ljoA00,2.30.30.100
2ra2B00,2.30.30.100
1d3bB00,2.30.30.100
1b34B00,2.30.30.100
1n9rB00,2.30.30.100
3by7E00,2.30.30.100
2i2lB02,2.30.30.100
1b34A00,2.30.30.100
3bfmA02,2.30.30.100
3bw1A00,2.30.30.100
1biaA03,2.30.30.100
2k57A00,2.30.30.100
2fgqX00,2.40.160.10
2zfgA00,2.40.160.10
2porA00,2.40.160.10
3prnA00,2.40.160.10
1u5uA00,2.40.180.10
1gtfA00,2.60.40.50
1lm8V02,2.60.40.780
1r4xA01,2.60.40.1480
2jwyA01,2.60.40.1620
1kkeA02,2.60.90.20
1odmA00,2.60.120.330
1dcsA00,2.60.120.330
1gp6A00,2.60.120.330
1e5rB01,2.60.120.330
1nc7A00,2.60.290.11
1z6fA02,2.60.410.10
1xp4C02,2.60.410.10
1r6zA03,2.170.260.10
2ab5A02,3.10.28.10
1t9iA00,3.10.28.10
2ab5B01,3.10.28.10
3c0wA01,3.10.28.10
1dq3A04,3.10.28.10
1jvaB02,3.10.28.10
1mowA01,3.10.28.10
3c0wA02,3.10.28.10
1dfaA03,3.10.28.10
2fldA00,3.10.28.10
1dq3A03,3.10.28.10
2vs7A02,3.10.28.10
1vh5A00,3.10.129.10
1iq6B00,3.10.129.10
1lo7A00,3.10.129.10
2hx5A00,3.10.129.10
1q4uB00,3.10.129.10
1s5uE00,3.10.129.10
1t82A00,3.10.129.10
3ck1A00,3.10.129.10
1sh8B00,3.10.129.10
1wluA00,3.10.129.10
2ov9D01,3.10.129.10
2essA01,3.10.129.10
2hboA01,3.10.129.10
1njkA00,3.10.129.10
2fs2B00,3.10.129.10
2hljA01,3.10.129.10
1z6bE00,3.10.129.10
1pn2C01,3.10.129.10
2oafA00,3.10.129.10
2prxA00,3.10.129.10
1ixlA00,3.10.129.10
2oiwA00,3.10.129.10
2nujA01,3.10.129.10
1pn2D02,3.10.129.10
2q78F00,3.10.129.10
2qwzA01,3.10.129.10
1c8uA01,3.10.129.10
1c8uA02,3.10.129.10
2pimA00,3.10.129.10
3b7kB01,3.10.129.10
2essA02,3.10.129.10
1mkaA00,3.10.129.10
1s9cD01,3.10.129.10
3b7kA02,3.10.129.10
1q6wG00,3.10.129.10
3b7kC02,3.10.129.10
1lugA00,3.10.200.10
1jd0B00,3.10.200.10
2w2jA00,3.10.200.10
1kopA00,3.10.200.10
1zncA00,3.10.200.10
1vccA00,3.30.66.10
1v5iB00,3.30.70.80
3cnqP00,3.30.70.80
1m1hA01,3.30.70.940
1nz8A00,3.30.70.940
3c19A01,3.30.70.1380
1di2A00,3.30.160.20
1o0wA02,3.30.160.20
2gybE01,3.30.160.20
1t4oA00,3.30.160.20
1stuA00,3.30.160.20
1qu6A02,3.30.160.20
1qu6A01,3.30.160.20
3eerA02,3.30.300.20
1josA00,3.30.300.20
1vlaA02,3.30.300.20
1mkyA03,3.30.300.20
2gybC01,3.30.300.20
1k0rA03,3.30.300.20
1egaA02,3.30.300.20
1k0rA04,3.30.300.20
2onfA01,3.30.300.20
1ukkA00,3.30.300.20
1lqlA02,3.30.300.20
2pn2A00,3.30.300.20
3cjeA00,3.30.300.20
2oplB01,3.30.300.20
1pa4A00,3.30.300.20
2jmpA01,3.30.300.20
1ny8A00,3.30.300.90
1u2mA00,3.30.910.20
1xviA02,3.30.980.20
1pfoA02,3.30.1040.20
1ua4A02,3.30.1110.20
1u2xA02,3.30.1110.20
3bp1B02,3.30.1130.10
1wurA02,3.30.1130.10
3bp1A01,3.30.1130.10
1dhnA00,3.30.1130.10
1nbuA00,3.30.1130.10
1b9lA00,3.30.1130.10
3ccdA00,3.30.1340.10
1ptfA00,3.30.1340.10
1f46B00,3.30.1400.10
1oqvA00,3.30.1690.10
2iayA00,3.30.1820.10
2jv8A00,3.30.1880.10
1q6zA03,3.40.50.970
2r8oA02,3.40.50.970
1q6zA01,3.40.50.970
2vk8A03,3.40.50.970
2bfdB01,3.40.50.970
2vk8A01,3.40.50.970
1v5eA03,3.40.50.970
1t9bA03,3.40.50.970
2c42A01,3.40.50.970
2ez9A01,3.40.50.970
2ihtA03,3.40.50.970
1zpdA03,3.40.50.970
2ozlB01,3.40.50.970
1ozhB03,3.40.50.970
1zpdA01,3.40.50.970
2ihuA01,3.40.50.970
1ozhD01,3.40.50.970
1t9bB01,3.40.50.970
2r8oA01,3.40.50.970
1ybhA03,3.40.50.970
1yd7A00,3.40.50.970
2bfdA00,3.40.50.970
1um9A00,3.40.50.970
1ni4A00,3.40.50.970
2c42A06,3.40.50.970
1qs0A00,3.40.50.970
1qczA00,3.40.50.7700
2hc9A01,3.40.50.10590
1m0dA00,3.40.91.30
2fokA03,3.40.91.30
1rhsA01,3.40.250.10
2hhgA00,3.40.250.10
1rhsA02,3.40.250.10
1uarA01,3.40.250.10
1e0cA01,3.40.250.10
2a2kA00,3.40.250.10
1gmxA00,3.40.250.10
1uarA02,3.40.250.10
1okgA01,3.40.250.10
1okgA02,3.40.250.10
1urhA02,3.40.250.10
1hzmA00,3.40.250.10
1qxnA00,3.40.250.10
1t3kA00,3.40.250.10
1tq1A00,3.40.250.10
2k0zA00,3.40.250.10
1g8tA00,3.40.570.10
1m40A00,3.40.710.10
2p74A00,3.40.710.10
2qpnB00,3.40.710.10
1yqsA00,3.40.710.10
1o7eB00,3.40.710.10
1es5A00,3.40.710.10
2ffyA00,3.40.710.10
1k55C00,3.40.710.10
1z6fA01,3.40.710.10
1m6kA00,3.40.710.10
3cjmA00,3.40.710.10
1e25A00,3.40.710.10
1tvfA01,3.40.710.10
1k38A00,3.40.710.10
1ghpA00,3.40.710.10
1vqqB04,3.40.710.10
1ei5A01,3.40.710.10
1xkzC00,3.40.710.10
1ci9A00,3.40.710.10
1xp4A01,3.40.710.10
2z6rB01,3.40.1010.10
1vhvA01,3.40.1010.10
1ve2A01,3.40.1010.10
2npnA01,3.40.1010.10
1cbfA01,3.40.1010.10
2g50A01,3.40.1380.20
1pklG01,3.40.1380.20
1e0tA01,3.40.1380.20
1a3wA01,3.40.1380.20
2r6zA01,3.40.1630.10
2oyrA01,3.40.1630.10
1jsdB00,3.90.20.10
2rftB00,3.90.20.10
1flcB00,3.90.20.10
1htmD00,3.90.20.10
1ha0A02,3.90.20.10
2p86A00,3.90.70.10
2h7jA00,3.90.70.10
2cioA00,3.90.70.10
1deuB00,3.90.70.10
3ch3X00,3.90.70.10
3cbjA00,3.90.70.10
2dccA00,3.90.70.10
1jqpA02,3.90.70.10
1pxvA00,3.90.70.10
2o6xA00,3.90.70.10
1mhwA00,3.90.70.10
3b79A00,3.90.70.10
1qmyA00,3.90.70.10
1mirA00,3.90.70.10
2e01A01,3.90.70.10
1pciA00,3.90.70.10
1df0A02,3.90.70.10
2q6mA00,3.90.175.10
1f0lA01,3.90.175.10
1dj7A00,3.90.460.10
1ozjB00,3.90.520.10
1jnrA02,3.90.700.10
1y0pA03,3.90.700.10
2bs2A02,3.90.700.10
1chuA02,3.90.700.10
1ospO02,3.90.930.1
1e8pA00,3.90.1220.10
1d0cA03,3.90.1230.10
1dd7A03,3.90.1230.10
1x9pA02,3.90.1620.10
1vq8O00,3.100.10.10
1vq8L02,3.100.10.10
1a92A00,4.10.220.40
1hnrA00,4.10.430.10
1e3pA02,1.10.10.400
1whuA00,1.10.10.400
1mn8D00,1.10.150.180
1dk8A01,1.10.196.10
1fqiA01,1.10.196.10
1agrH01,1.10.196.10
2crpA01,1.10.196.10
1gkmA01,1.10.275.10
1vdkA01,1.10.275.10
1k7wA01,1.10.275.10
2ptrA01,1.10.275.10
1y2mD01,1.10.275.10
2qgaB01,1.10.275.10
1c3cA01,1.10.275.10
3c8tA01,1.10.275.10
1q5nA01,1.10.275.10
1dofA02,1.10.275.10
1v54D00,1.10.442.10
1swyA00,1.10.530.40
1xjuA00,1.10.530.40
1owlA03,1.10.579.10
5csmA00,1.10.590.10
3bb0A02,1.10.606.10
1qi9A00,1.10.606.10
1up8A00,1.10.606.10
2dpmA02,1.10.1020.10
1yf3A02,1.10.1020.10
1f6vA00,1.10.1180.10
1tbfA00,1.10.1300.10
1y2kA00,1.10.1300.10
1tazA00,1.10.1300.10
3dynA00,1.10.1300.10
1qf8A01,1.10.1820.10
1rh5A00,1.10.3370.10
2q0zX01,1.10.3380.10
2i3fA00,1.10.3520.10
2ijrA02,1.10.3530.10
2okuA00,1.20.120.470
1khdA01,1.20.970.10
2dsjA01,1.20.970.10
2tptA01,1.20.970.10
3ci3A01,1.20.1200.10
1nogA00,1.20.1200.10
2zhyB01,1.20.1200.10
1wy1B00,1.20.1200.10
1nigA00,1.20.1200.10
2rldB00,1.20.1440.60
1v54E00,1.25.40.40
2grrB00,1.25.40.200
1mknA00,2.20.60.10
1t77A01,2.30.29.40
1s22A02,2.30.36.70
1k8kA02,2.30.36.70
2qggA01,2.40.30.60
1c4qA00,2.40.50.70
1dfuP00,2.40.240.10
1qtqA02,2.40.240.10
1feuA01,2.40.240.10
1qtqA01,2.40.240.10
3f7lA00,2.60.40.200
2aqmA00,2.60.40.200
1ej8A00,2.60.40.200
1pzsA00,2.60.40.200
1ze3C01,2.60.40.360
1m1sA00,2.60.40.360
2w07A01,2.60.40.360
2qsvA01,2.60.40.360
2qsvA02,2.60.40.360
1mspB00,2.60.40.360
1h6fA00,2.60.40.820
1o75A03,2.60.40.1300
1xruA02,2.60.120.500
1czyA00,2.60.210.10
1lb6A00,2.60.210.10
2a25A02,2.60.210.10
1p35C00,2.60.250.10
1so9A00,2.60.370.10
1tulA00,2.70.40.20
2ag4A00,2.70.220.10
1mfwA00,3.10.20.230
2zibA00,3.10.100.10
1ypqB00,3.10.100.10
3c22D00,3.10.100.10
1xphA00,3.10.100.10
1qddA00,3.10.100.10
1gz2A00,3.10.100.10
1j34A00,3.10.100.10
2h2tB01,3.10.100.10
1j34B00,3.10.100.10
1pwbC00,3.10.100.10
1g1tA01,3.10.100.10
1wmzA00,3.10.100.10
1e87A00,3.10.100.10
1sb2A00,3.10.100.10
1tn3A00,3.10.100.10
1rtm100,3.10.100.10
1kza100,3.10.100.10
1hq8A00,3.10.100.10
1h8uB00,3.10.100.10
1jznA00,3.10.100.10
1byfA00,3.10.100.10
1eggA00,3.10.100.10
1qo3C00,3.10.100.10
1koeA00,3.10.100.10
1eslA00,3.10.100.10
1kg0C00,3.10.100.10
3bdwA00,3.10.100.10
1f00I03,3.10.100.10
2pf5D00,3.10.100.10
1sl6A00,3.10.100.10
1cwvA05,3.10.100.10
1rjhA00,3.10.100.10
1oh0B00,3.10.450.50
1nwwA00,3.10.450.50
2rfrA00,3.10.450.50
2imjD01,3.10.450.50
1idpA00,3.10.450.50
1s5aA00,3.10.450.50
1tp6A00,3.10.450.50
3b8lA01,3.10.450.50
1ohpA00,3.10.450.50
1gy6A00,3.10.450.50
1jkgA00,3.10.450.50
2r4iA00,3.10.450.50
2rgqB00,3.10.450.50
1tuhA00,3.10.450.50
3blzA00,3.10.450.50
3cnxA00,3.10.450.50
3bb9B00,3.10.450.50
3b7cA00,3.10.450.50
2owpA00,3.10.450.50
1q42A00,3.10.450.50
1m98A02,3.10.450.50
2qguA01,3.10.450.50
2ux0B00,3.10.450.50
3cu3A00,3.10.450.50
2bmoB00,3.10.450.50
2i9wA00,3.10.450.50
1q40D00,3.10.450.50
1jkgB00,3.10.450.50
1of5B00,3.10.450.50
1of5A00,3.10.450.50
2jq5A00,3.10.450.50
2hd9A00,3.10.590.10
1ewfA02,3.15.20.10
3ch0A00,3.20.20.190
1xx1A00,3.20.20.190
2or2A00,3.20.20.190
2plcA00,3.20.20.190
1ydyA00,3.20.20.190
1o1zA00,3.20.20.190
2oogD00,3.20.20.190
1djxA02,3.20.20.190
2o55A00,3.20.20.190
2otdA01,3.20.20.190
1c0pA02,3.30.9.10
3cgvA02,3.30.9.10
2gf3A02,3.30.9.10
1pn0A02,3.30.9.10
1ryiA02,3.30.9.10
3cukA02,3.30.9.10
3c4nA02,3.30.9.10
2uzzA02,3.30.9.10
1k8bA00,3.30.30.50
1n62C01,3.30.43.10
1wvfA01,3.30.43.10
1uxyA02,3.30.43.10
1hskA02,3.30.43.10
3etrB01,3.30.43.10
1e8gA01,3.30.43.10
2w3sA03,3.30.43.10
1f0xB02,3.30.43.10
1p9gA00,3.30.60.10
2uvoA04,3.30.60.10
1wgtA04,3.30.60.10
2wga001,3.30.60.10
2wga002,3.30.60.10
1s57B00,3.30.70.141
2b8pA00,3.30.70.141
1l4sA01,3.30.160.100
1floA01,3.30.300.80
1kyfA02,3.30.310.30
1r4xA02,3.30.310.30
2pwwA00,3.30.310.100
2ia1A01,3.30.500.20
1gpeA03,3.30.560.10
1okgA03,3.30.1670.10
1jg1A00,3.40.50.150
3bwyA00,3.40.50.150
1inlD01,3.40.50.150
1i1nA00,3.40.50.150
1o9gA01,3.40.50.150
2ih2A01,3.40.50.150
3cc8A00,3.40.50.150
1mjfB02,3.40.50.150
2i7cB02,3.40.50.150
2p7iA00,3.40.50.150
2c7pA01,3.40.50.150
1zx0D00,3.40.50.150
1fp2A02,3.40.50.150
1sqgA04,3.40.50.150
1g60B00,3.40.50.150
1xdzA00,3.40.50.150
1o54A02,3.40.50.150
1g8aA02,3.40.50.150
